pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AtlanticForest	chr_Z	1	500000	NA	0	0	0	0
AtlanticForest	chr_Z	500001	1000000	NA	0	0	0	0
AtlanticForest	chr_Z	1000001	1500000	NA	0	0	0	0
AtlanticForest	chr_Z	1500001	2000000	NA	0	0	0	0
AtlanticForest	chr_Z	2000001	2500000	NA	0	0	0	0
AtlanticForest	chr_Z	2500001	3000000	NA	0	0	0	0
AtlanticForest	chr_Z	3000001	3500000	0.00022675736961451248	441	19	83790	0
AtlanticForest	chr_Z	3500001	4000000	0.0008680281556769042	344	55	63362	108
AtlanticForest	chr_Z	4000001	4500000	0.0	181	0	31430	160
AtlanticForest	chr_Z	4500001	5000000	0.0022953167115902966	547	218	94976	484
AtlanticForest	chr_Z	5000001	5500000	0.0007904166373919764	316	45	56932	168
AtlanticForest	chr_Z	5500001	6000000	0.00017301038062283736	578	19	109820	0
AtlanticForest	chr_Z	6000001	6500000	0.0012005689900426743	925	211	175750	0
AtlanticForest	chr_Z	6500001	7000000	0.0015810453543741634	1471	424	268177	650
AtlanticForest	chr_Z	7000001	7500000	0.0010377124206194346	1811	351	338244	316
AtlanticForest	chr_Z	7500001	8000000	0.0010219266850016954	1162	217	212344	456
AtlanticForest	chr_Z	8000001	8500000	0.0011720297129739648	1335	290	247434	336
AtlanticForest	chr_Z	8500001	9000000	0.0	225	0	42750	0
AtlanticForest	chr_Z	9000001	9500000	0.0014521702899438738	880	237	163204	216
AtlanticForest	chr_Z	9500001	10000000	0.004337379868487607	869	686	158160	380
AtlanticForest	chr_Z	10000001	10500000	0.001357063211485768	620	157	115691	114
AtlanticForest	chr_Z	10500001	11000000	0.007567380787836904	164	219	28940	120
AtlanticForest	chr_Z	11000001	11500000	0.0014392744479495268	549	146	101440	164
AtlanticForest	chr_Z	11500001	12000000	0.0012369004091285969	410	91	73571	234
AtlanticForest	chr_Z	12000001	12500000	0.0003056898535102044	709	38	124309	578
AtlanticForest	chr_Z	12500001	13000000	0.001661865721249723	389	120	72208	92
AtlanticForest	chr_Z	13000001	13500000	0.0006279953726656751	168	19	30255	90
AtlanticForest	chr_Z	13500001	14000000	0.0	418	0	79420	0
AtlanticForest	chr_Z	14000001	14500000	0.0007164910178080586	436	55	76763	330
AtlanticForest	chr_Z	14500001	15000000	0.0008271583663622264	926	144	174090	100
AtlanticForest	chr_Z	15000001	15500000	0.00035891880604027723	833	55	153238	272
AtlanticForest	chr_Z	15500001	16000000	0.0	451	0	80954	256
AtlanticForest	chr_Z	16000001	16500000	0.0021311742872292695	529	209	98068	132
AtlanticForest	chr_Z	16500001	17000000	0.0015611593866320889	843	242	155013	290
AtlanticForest	chr_Z	17000001	17500000	0.0034038414782397277	383	238	69921	154
AtlanticForest	chr_Z	17500001	18000000	0.0029871977240398294	259	147	49210	0
AtlanticForest	chr_Z	18000001	18500000	0.00017514910720047198	605	19	108479	358
AtlanticForest	chr_Z	18500001	19000000	0.0003088501832782009	661	38	123037	138
AtlanticForest	chr_Z	19000001	19500000	0.000348606046901646	1148	74	212274	316
AtlanticForest	chr_Z	19500001	20000000	0.0012223487256141428	765	175	143167	118
AtlanticForest	chr_Z	20000001	20500000	0.0012287151702786378	544	127	103360	0
AtlanticForest	chr_Z	20500001	21000000	0.003465323661229959	979	600	173144	700
AtlanticForest	chr_Z	21000001	21500000	0.0	490	0	85936	400
AtlanticForest	chr_Z	21500001	22000000	0.0	254	0	48260	0
AtlanticForest	chr_Z	22000001	22500000	0.002457636628885647	469	219	89110	0
AtlanticForest	chr_Z	22500001	23000000	0.0	616	0	109973	382
AtlanticForest	chr_Z	23000001	23500000	0.002713667385788524	399	200	73701	114
AtlanticForest	chr_Z	23500001	24000000	0.0	403	0	76570	0
AtlanticForest	chr_Z	24000001	24500000	0.0	223	0	40446	104
AtlanticForest	chr_Z	24500001	25000000	0.0	455	0	86450	0
AtlanticForest	chr_Z	25000001	25500000	0.0007027029926564855	995	131	186423	142
AtlanticForest	chr_Z	25500001	26000000	0.000861030601874506	1156	183	212536	384
AtlanticForest	chr_Z	26000001	26500000	0.0	412	0	78280	0
AtlanticForest	chr_Z	26500001	27000000	0.000912202525105751	666	113	123876	144
AtlanticForest	chr_Z	27000001	27500000	0.0015924389278151737	613	185	116174	16
AtlanticForest	chr_Z	27500001	28000000	0.0011569872958257714	232	51	44080	0
AtlanticForest	chr_Z	28000001	28500000	0.0	171	0	29863	142
AtlanticForest	chr_Z	28500001	29000000	0.0	79	0	15010	0
AtlanticForest	chr_Z	29000001	29500000	0.0007936507936507937	252	38	47880	0
AtlanticForest	chr_Z	29500001	30000000	0.00034962657938951316	569	36	102967	278
AtlanticForest	chr_Z	30000001	30500000	0.0019462416495713009	314	111	57033	142
AtlanticForest	chr_Z	30500001	31000000	0.0007711865427948283	451	64	82989	146
AtlanticForest	chr_Z	31000001	31500000	0.005519897304236201	246	258	46740	0
AtlanticForest	chr_Z	31500001	32000000	0.0011033366739915962	603	120	108761	314
AtlanticForest	chr_Z	32000001	32500000	0.002083654885013119	341	135	64790	0
AtlanticForest	chr_Z	32500001	33000000	0.0018598604201839999	596	206	110761	134
AtlanticForest	chr_Z	33000001	33500000	0.0009309370907426985	694	118	126754	276
AtlanticForest	chr_Z	33500001	34000000	0.00045317220543806646	610	51	112540	192
AtlanticForest	chr_Z	34000001	34500000	0.0005709188224799287	590	64	112100	0
AtlanticForest	chr_Z	34500001	35000000	0.0010644589000591367	178	36	33820	0
AtlanticForest	chr_Z	35000001	35500000	0.002556390977443609	105	51	19950	0
AtlanticForest	chr_Z	35500001	36000000	0.0014682629320081318	466	130	88540	0
AtlanticForest	chr_Z	36000001	36500000	0.0	534	0	101460	0
AtlanticForest	chr_Z	36500001	37000000	0.0008156546914841242	755	111	136087	398
AtlanticForest	chr_Z	37000001	37500000	0.0006598279168792779	622	75	113666	244
AtlanticForest	chr_Z	37500001	38000000	0.0006908017095444504	729	91	131731	374
AtlanticForest	chr_Z	38000001	38500000	0.00018796992481203009	532	19	101080	0
AtlanticForest	chr_Z	38500001	39000000	0.00015688865034474216	652	19	121105	150
AtlanticForest	chr_Z	39000001	39500000	0.0009528130671506353	464	84	88160	0
AtlanticForest	chr_Z	39500001	40000000	0.0	573	0	106280	140
AtlanticForest	chr_Z	40000001	40500000	0.00022059421114349072	480	19	86131	274
AtlanticForest	chr_Z	40500001	41000000	0.0	212	0	36099	226
AtlanticForest	chr_Z	41000001	41500000	0.0	548	0	100531	194
AtlanticForest	chr_Z	41500001	42000000	0.0	246	0	46740	0
AtlanticForest	chr_Z	42000001	42500000	0.00033269043155343954	1181	74	222429	106
AtlanticForest	chr_Z	42500001	43000000	0.0005908622466506355	1573	172	291100	420
AtlanticForest	chr_Z	43000001	43500000	0.0005777648358454548	1179	125	216351	414
AtlanticForest	chr_Z	43500001	44000000	0.0003696326262398094	520	36	97394	76
AtlanticForest	chr_Z	44000001	44500000	0.0	53	0	10070	0
AtlanticForest	chr_Z	44500001	45000000	0.001616994292961319	166	51	31540	0
AtlanticForest	chr_Z	45000001	45500000	0.0	281	0	51910	80
AtlanticForest	chr_Z	45500001	46000000	0.0	253	0	45406	144
AtlanticForest	chr_Z	46000001	46500000	0.0008162746593153069	1117	167	204588	452
AtlanticForest	chr_Z	46500001	47000000	0.001955352778230406	323	120	61370	0
AtlanticForest	chr_Z	47000001	47500000	0.002532156838376934	358	163	64372	208
AtlanticForest	chr_Z	47500001	48000000	0.0012733446519524619	481	111	87172	228
AtlanticForest	chr_Z	48000001	48500000	0.001742993848257006	154	51	29260	0
AtlanticForest	chr_Z	48500001	49000000	0.004278438030560272	465	378	88350	0
AtlanticForest	chr_Z	49000001	49500000	0.0027688047992616522	463	228	82346	304
AtlanticForest	chr_Z	49500001	50000000	0.0016785030419080398	911	277	165028	436
AtlanticForest	chr_Z	50000001	50500000	0.002949317119651527	415	195	66117	706
AtlanticForest	chr_Z	50500001	51000000	0.0017287744909719553	411	135	78090	0
AtlanticForest	chr_Z	51000001	51500000	0.0009409903582582132	789	138	146654	176
AtlanticForest	chr_Z	51500001	52000000	0.0	530	0	94669	326
AtlanticForest	chr_Z	52000001	52500000	0.0012281009549111506	659	147	119697	298
AtlanticForest	chr_Z	52500001	53000000	0.0022221329799338714	407	166	74703	142
AtlanticForest	chr_Z	53000001	53500000	0.0024087765323157644	455	202	83860	140
AtlanticForest	chr_Z	53500001	54000000	0.0038358266206367474	145	100	26070	80
AtlanticForest	chr_Z	54000001	54500000	NA	0	0	0	0
AtlanticForest	chr_Z	54500001	55000000	0.0021823204419889504	405	158	72400	260
AtlanticForest	chr_Z	55000001	55500000	0.0016348566648924036	845	258	157812	148
AtlanticForest	chr_Z	55500001	56000000	0.001577268500535565	494	134	84957	550
AtlanticForest	chr_Z	56000001	56500000	0.003012082428761409	498	265	87979	370
AtlanticForest	chr_Z	56500001	57000000	0.0018497072637200026	328	115	62172	8
AtlanticForest	chr_Z	57000001	57500000	0.004932284419216621	390	358	72583	82
AtlanticForest	chr_Z	57500001	58000000	0.001977356521500319	810	288	145649	446
AtlanticForest	chr_Z	58000001	58500000	0.0027406254906718816	388	192	70057	198
AtlanticForest	chr_Z	58500001	59000000	0.003799858390370545	446	322	84740	0
AtlanticForest	chr_Z	59000001	59500000	0.001255010184637624	801	191	152190	0
AtlanticForest	chr_Z	59500001	60000000	0.0005871677164513718	493	55	93670	0
AtlanticForest	chr_Z	60000001	60500000	0.00210462012234412	1298	503	238998	412
AtlanticForest	chr_Z	60500001	61000000	0.003934077618288145	1126	814	206910	380
AtlanticForest	chr_Z	61000001	61500000	0.0015592628151912624	762	216	138527	338
AtlanticForest	chr_Z	61500001	62000000	0.0016571645762067655	713	218	131550	224
AtlanticForest	chr_Z	62000001	62500000	0.0022937813040202117	496	207	90244	216
AtlanticForest	chr_Z	62500001	63000000	0.00351844870802828	796	532	151203	2
AtlanticForest	chr_Z	63000001	63500000	0.0015614035087719298	300	89	57000	0
AtlanticForest	chr_Z	63500001	64000000	0.0017026850032743942	292	91	53445	110
AtlanticForest	chr_Z	64000001	64500000	0.001157350807700458	711	142	122694	752
AtlanticForest	chr_Z	64500001	65000000	0.0022295301265258345	549	200	89705	842
AtlanticForest	chr_Z	65000001	65500000	0.0	155	0	27526	104
AtlanticForest	chr_Z	65500001	66000000	0.002726570428828938	357	180	66017	98
AtlanticForest	chr_Z	66000001	66500000	0.0017921648791688835	566	192	107133	22
AtlanticForest	chr_Z	66500001	67000000	0.0	608	0	115520	0
AtlanticForest	chr_Z	67000001	67500000	0.00020178725857595848	755	28	138760	268
Inambari	chr_Z	1	500000	NA	0	0	0	0
Inambari	chr_Z	500001	1000000	NA	0	0	0	0
Inambari	chr_Z	1000001	1500000	NA	0	0	0	0
Inambari	chr_Z	1500001	2000000	NA	0	0	0	0
Inambari	chr_Z	2000001	2500000	NA	0	0	0	0
Inambari	chr_Z	2500001	3000000	NA	0	0	0	0
Inambari	chr_Z	3000001	3500000	0.0024809109176155393	441	463	186625	1086
Inambari	chr_Z	3500001	4000000	0.0012007324467925434	344	160	133252	1272
Inambari	chr_Z	4000001	4500000	0.002149978736474035	181	182	84652	168
Inambari	chr_Z	4500001	5000000	0.0025676652553113587	547	547	213034	2028
Inambari	chr_Z	5000001	5500000	0.001188560826774507	316	164	137982	620
Inambari	chr_Z	5500001	6000000	0.0017317387084222365	578	405	233869	1790
Inambari	chr_Z	6000001	6500000	0.0016785050115363917	925	630	375334	2884
Inambari	chr_Z	6500001	7000000	0.0023748389031902936	1471	1441	606778	4180
Inambari	chr_Z	7000001	7500000	0.0018001044487482515	1811	1265	702737	6742
Inambari	chr_Z	7500001	8000000	0.001409975773344447	1162	724	513484	2112
Inambari	chr_Z	8000001	8500000	0.0032599751203190495	1335	1858	569943	3146
Inambari	chr_Z	8500001	9000000	0.0017915642915642916	225	175	97680	464
Inambari	chr_Z	9000001	9500000	0.002843152740483336	880	972	341874	3260
Inambari	chr_Z	9500001	10000000	0.003386826195676257	869	1177	347523	2850
Inambari	chr_Z	10000001	10500000	0.0021062989724676636	620	518	245929	2134
Inambari	chr_Z	10500001	11000000	0.0018423917594841304	164	110	59705	758
Inambari	chr_Z	11000001	11500000	0.001812091592993246	549	396	218532	1832
Inambari	chr_Z	11500001	12000000	0.0011657659381127743	410	195	167272	1232
Inambari	chr_Z	12000001	12500000	0.00042562882925936853	709	114	267839	2898
Inambari	chr_Z	12500001	13000000	0.002683253306480333	389	437	162862	1044
Inambari	chr_Z	13000001	13500000	0.002655258887741555	168	162	61011	786
Inambari	chr_Z	13500001	14000000	0.003325136754968812	418	572	172023	1202
Inambari	chr_Z	14000001	14500000	0.0006178527486457839	436	116	187747	954
Inambari	chr_Z	14500001	15000000	0.00036848758707872724	926	137	371790	2972
Inambari	chr_Z	15000001	15500000	0.0007886384765812842	833	246	311930	3524
Inambari	chr_Z	15500001	16000000	0.0018430737169255603	451	306	166027	1994
Inambari	chr_Z	16000001	16500000	0.001446783724622568	529	308	212886	1684
Inambari	chr_Z	16500001	17000000	0.0014523823989769672	843	502	345639	2538
Inambari	chr_Z	17000001	17500000	0.002055832070980307	383	304	147872	1432
Inambari	chr_Z	17500001	18000000	0.0019870433883172737	259	219	110214	604
Inambari	chr_Z	18000001	18500000	0.001048549439906511	605	262	249869	1710
Inambari	chr_Z	18500001	19000000	0.00012207271596041694	661	31	253947	2594
Inambari	chr_Z	19000001	19500000	0.0006231443128917562	1148	289	463777	3622
Inambari	chr_Z	19500001	20000000	0.0017592398604932033	765	571	324572	1888
Inambari	chr_Z	20000001	20500000	0.0021088965306500134	544	490	232349	1254
